id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,is_estimated
168754,"Candies, milk chocolate, with almonds",,đồ ngọt,526,9,53.4,34.4,6.2,,74,444,264,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168754",FALSE
168755,"Candies, milk chocolate, with rice cereal",,đồ ngọt,511,7.64,59.67,29.37,3.3,,86,370,207,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168755",FALSE
168756,"Candies, MARS SNACKFOOD US, MILKY WAY Bar",,đồ ngọt,456,4.01,71.17,17.23,1,,167,124,67,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168756",FALSE
168757,"Candies, HERSHEY'S SKOR Toffee Bar",,đồ ngọt,541,3.13,63.73,30.37,1.3,,317,153,61,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168757",FALSE
168758,"Toppings, strawberry",,đồ ngọt,254,0.2,66.3,0.1,0.7,,21,51,5,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168758",FALSE
168759,"Candies, MOUNDS Candy Bar",,đồ ngọt,493,4.6,58.88,26.6,3.7,,145,321,91,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168759",FALSE
168760,"Candies, MR. GOODBAR Chocolate Bar",,đồ ngọt,538,10.22,54.34,33.21,3.8,,41,394,163,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168760",FALSE
168761,"Candies, NESTLE, 100 GRAND Bar",,đồ ngọt,468,2.5,70.97,19.33,1,,203,163,86,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168761",FALSE
168763,"Candies, REESE'S Peanut Butter Cups",,đồ ngọt,515,10.24,55.36,30.53,3.6,,357,343,161,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168763",FALSE
168764,"Candies, REESE'S PIECES Candy",,đồ ngọt,497,12.46,59.86,24.77,3,,194,359,207,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168764",FALSE
168765,"Candies, ROLO Caramels in Milk Chocolate",,đồ ngọt,474,5.08,67.95,20.93,0.9,,188,188,71,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168765",FALSE
168767,"Candies, MARS SNACKFOOD US, 3 MUSKETEERS Bar",,đồ ngọt,436,2.6,77.77,12.75,1.5,,194,133,69,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168767",FALSE
168768,"Candies, MARS SNACKFOOD US, TWIX Caramel Cookie Bars",,đồ ngọt,502,4.91,64.8,24.85,1.1,,198,186,105,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168768",FALSE
168769,"Candies, MARS SNACKFOOD US, TWIX Peanut Butter Cookie Bars",,đồ ngọt,547,9.18,54.14,32.67,3.1,,226,264,173,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168769",FALSE
168770,"Candies, WHATCHAMACALLIT Candy Bar",,đồ ngọt,494,8.04,63.23,23.68,1.9,,299,303,138,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168770",FALSE
168771,Chewing gum,,đồ ngọt,360,0,96.7,0.3,2.4,,1,2,0,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168771",FALSE
168772,"Egg custards, dry mix",,đồ ngọt,410,6.9,82.8,6.4,0,,281,540,332,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168772",FALSE
168773,"Egg custards, dry mix, prepared with whole milk",,đồ ngọt,122,3.99,17.6,4,0,,84,207,130,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168773",FALSE
168775,"Gelatin desserts, dry mix",,đồ ngọt,381,7.8,90.5,0,0,,466,7,141,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168775",FALSE
168776,"Candies, YORK BITES",,đồ ngọt,394,1.78,81.64,7.32,2,,46,108,3,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168776",FALSE
168777,"Desserts, mousse, chocolate, prepared-from-recipe",,đồ ngọt,225,4.14,16.07,16,0.6,,38,143,117,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168777",FALSE
168778,"Puddings, chocolate, ready-to-eat",,đồ ngọt,142,2.09,23.01,4.6,0,,152,184,56,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168778",FALSE
168779,"Puddings, chocolate, dry mix, instant",,đồ ngọt,378,2.3,87.9,1.9,3.6,,1771,236,72,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168779",FALSE
168780,"Puddings, chocolate, dry mix, regular, prepared with 2% milk",,đồ ngọt,111,3.28,19.76,2.06,0.8,,102,156,94,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168780",FALSE
168781,"Puddings, coconut cream, dry mix, instant, prepared with 2% milk",,đồ ngọt,107,2.9,19.2,2.3,0.1,,246,132,201,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168781",FALSE
168782,"Puddings, rice, ready-to-eat",,đồ ngọt,108,3.23,18.39,2.15,0.3,,97,125,82,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168782",FALSE
168783,"Puddings, rice, dry mix",,đồ ngọt,376,2.7,91.2,0.1,0.7,,366,5,39,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168783",FALSE
168784,"Puddings, vanilla, dry mix, instant",,đồ ngọt,377,0,92.9,0.6,0,,1400,12,705,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168784",FALSE
168785,"Puddings, vanilla, dry mix, instant, prepared with whole milk",,đồ ngọt,114,2.7,19.7,2.9,0,,286,128,197,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168785",FALSE
168786,"Puddings, lemon, dry mix, instant, prepared with 2% milk",,đồ ngọt,107,2.76,20.2,1.71,0,,268,130,207,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168786",FALSE
168787,"Egg custards, dry mix, prepared with 2% milk",,đồ ngọt,112,4.13,17.61,2.83,0,,87,214,137,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168787",FALSE
168788,"Puddings, vanilla, dry mix, regular, prepared with 2% milk",,đồ ngọt,101,2.94,18.53,1.73,0,,159,137,83,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168788",FALSE
168789,"Rennin, chocolate, dry mix, prepared with 2% milk",,đồ ngọt,85,3.24,13.47,2.06,0.5,,52,182,98,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168789",FALSE
168790,"Rennin, vanilla, dry mix, prepared with 2% milk",,đồ ngọt,77,3.06,12.34,1.77,0,,46,142,95,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168790",FALSE
168791,"Candies, praline, prepared-from-recipe",,đồ ngọt,485,3.3,59.59,25.9,3.5,,48,217,104,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168791",FALSE
168792,"Desserts, rennin, vanilla, dry mix",,đồ ngọt,383,0,99,0,0,,6,3,91,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168792",FALSE
168793,"Rennin, vanilla, dry mix, prepared with whole milk",,đồ ngọt,89,3.03,12.21,3.07,0,,46,140,93,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168793",FALSE
168794,"Desserts, rennin, tablets, unsweetened",,đồ ngọt,84,1,19.8,0.1,0,,26050,292,340,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168794",FALSE
168795,"Frostings, chocolate, creamy, ready-to-eat",,đồ ngọt,397,1.1,63.2,17.6,0.9,,183,196,79,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168795",FALSE
168796,"Flan, caramel custard, dry mix, prepared with whole milk",,đồ ngọt,113,2.95,18.68,3,0,,112,160,84,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168796",FALSE
168797,"Puddings, vanilla, ready-to-eat, fat free",,đồ ngọt,89,2.02,20.16,0,0,,191,108,54,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168797",FALSE
168798,"Puddings, tapioca, ready-to-eat, fat free",,đồ ngọt,94,1.44,21.31,0.35,0,,187,70,66,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168798",FALSE
168799,"Puddings, chocolate, ready-to-eat, fat free",,đồ ngọt,93,1.93,20.87,0.3,0.3,,154,208,54,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168799",FALSE
168800,"Frostings, chocolate, creamy, dry mix, prepared with butter",,đồ ngọt,408,1.11,71.8,13.06,1.9,,124,143,51,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168800",FALSE
168801,"Candies, HEATH BITES",,đồ ngọt,530,3.94,63.39,30.38,2,,245,210,71,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168801",FALSE
168802,"Frostings, vanilla, creamy, dry mix",,đồ ngọt,410,0.3,93.8,4.9,0.1,,13,7,4,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168802",FALSE
168803,"Frostings, white, fluffy, dry mix",,đồ ngọt,371,2.3,94.9,0,0,,234,117,7,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168803",FALSE
168809,"Ice creams, chocolate",,đồ ngọt,216,3.8,28.2,11,1.2,,76,249,107,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168809",FALSE
168810,"Ice creams, strawberry",,đồ ngọt,192,3.2,27.6,8.4,0.9,,60,188,100,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168810",FALSE
168812,"Frozen novelties, ice type, italian, restaurant-prepared",,đồ ngọt,53,0.03,13.5,0.02,0,,4,6,0,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168812",FALSE
168813,"Frozen novelties, ice type, pop",,đồ ngọt,79,0,19.23,0.24,0,,7,15,0,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168813",FALSE
168815,"Frozen yogurts, vanilla, soft-serve",,đồ ngọt,159,4,24.2,5.6,0,,87,211,129,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168815",FALSE
168816,"Fruit butters, apple",,đồ ngọt,173,0.39,42.47,0.3,1.5,,15,91,8,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168816",FALSE
168817,"Candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe",,đồ ngọt,474,3.24,67.69,21.11,2.1,,79,170,88,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168817",FALSE
168819,"Marmalade, orange",,đồ ngọt,246,0.3,66.3,0,0.7,,56,37,4,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168819",FALSE
168820,Molasses,,đồ ngọt,290,0,74.73,0.1,0,,37,1464,31,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168820",FALSE
168821,"Pectin, unsweetened, dry mix",,đồ ngọt,325,0.3,90.4,0.3,8.6,,200,7,2,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168821",FALSE
168822,"Pie fillings, apple, canned",,đồ ngọt,100,0.1,26.1,0.1,1,,47,45,7,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168822",FALSE
168824,"Pie fillings, canned, cherry",,đồ ngọt,115,0.37,28,0.07,0.6,,18,105,15,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168824",FALSE
168825,"Puddings, banana, dry mix, regular, prepared with whole milk",,đồ ngọt,111,2.74,18.44,2.89,0,,158,118,74,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168825",FALSE
168826,"Puddings, coconut cream, dry mix, instant",,đồ ngọt,415,0.9,83.5,10,4,,1040,96,721,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168826",FALSE
168827,"Puddings, coconut cream, dry mix, instant, prepared with whole milk",,đồ ngọt,117,2.9,19.1,3.5,0.1,,246,129,200,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168827",FALSE
168828,"Puddings, coconut cream, dry mix, regular",,đồ ngọt,434,1,81.84,11.36,1.6,,682,133,35,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168828",FALSE
168829,"Puddings, coconut cream, dry mix, regular, prepared with whole milk",,đồ ngọt,114,3,17.7,3.8,0.2,,162,157,88,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168829",FALSE
168830,"Puddings, lemon, dry mix, instant, prepared with whole milk",,đồ ngọt,115,2.7,20.1,2.9,0,,267,127,205,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168830",FALSE
168831,"Puddings, lemon, dry mix, regular",,đồ ngọt,363,0.1,91.8,0.5,0.1,,506,5,3,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168831",FALSE
168832,"Pudding, lemon, dry mix, regular, prepared with sugar, egg yolk and water",,đồ ngọt,109,0.65,24.2,1.12,0,,63,6,16,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168832",FALSE
168833,"Sugars, brown",,đồ ngọt,380,0.12,98.09,0,0,,28,133,4,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168833",FALSE
168834,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",,đồ ngọt,153,1.4,34.56,0.97,0,,100,187,54,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168834",FALSE
168835,"Syrups, chocolate, fudge-type",,đồ ngọt,350,4.6,62.9,8.9,2.8,,346,284,97,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168835",FALSE
168836,"Syrups, corn, dark",,đồ ngọt,286,0,77.59,0,0,,155,44,11,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168836",FALSE
168837,"Syrups, corn, light",,đồ ngọt,283,0,76.79,0.2,0,,62,1,0,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168837",FALSE
168838,"Syrups, table blends, pancake, with 2% maple",,đồ ngọt,265,0,69.6,0.1,0,,61,6,10,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168838",FALSE
168839,"Syrups, table blends, corn, refiner, and sugar",,đồ ngọt,319,0,83.9,0,0,,71,63,8,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168839",FALSE
168841,"Toppings, butterscotch or caramel",,đồ ngọt,216,1.21,57.01,0,0,,341,66,39,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168841",FALSE
168843,"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",,đồ ngọt,405,0.19,90.78,4.37,0,,15,12,1,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168843",FALSE
168844,"Frostings, vanilla, creamy, dry mix, prepared with margarine",,đồ ngọt,413,0.34,74.28,12.74,0.1,,114,10,6,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168844",FALSE
168845,"Frostings, chocolate, creamy, dry mix, prepared with margarine",,đồ ngọt,404,1.1,71.02,12.87,1.9,,163,143,50,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168845",FALSE
168846,"Candies, divinity, prepared-from-recipe",,đồ ngọt,364,1.32,89.05,0.06,0,,34,23,2,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168846",FALSE
168847,"Frozen novelties, ice type, pineapple-coconut",,đồ ngọt,113,0,23.9,2.6,0.7,,35,17,9,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168847",FALSE
168848,"Frozen yogurts, chocolate, soft-serve",,đồ ngọt,160,4,24.9,6,2.2,,98,261,139,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168848",FALSE
168849,"Snacks, banana chips",,đồ ăn vặt,519,2.3,58.4,33.6,7.7,,6,536,56,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168849",FALSE
168852,"Frostings, glaze, chocolate, prepared-from-recipe, with butter, NFSMI Recipe No. C-32",,đồ ngọt,359,1.42,72.18,7.17,1.1,,132,130,48,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168852",FALSE
168853,"Snack, potato chips, made from dried potatoes, plain",,đồ ăn vặt,545,4.62,55.38,35.28,2.9,,529,637,110,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168853",FALSE
168854,"Snacks, potato sticks",,đồ ăn vặt,522,6.7,53.3,34.4,3.4,,633,1237,172,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168854",FALSE
168855,"Snacks, rice cakes, brown rice, rye",,đồ ăn vặt,386,8.1,79.9,3.8,4,,110,311,380,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168855",FALSE
168856,"Snacks, sesame sticks, wheat-based, salted",,đồ ăn vặt,541,10.9,46.5,36.7,2.8,,1488,177,138,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168856",FALSE
168857,"Snacks, corn cakes",,đồ ăn vặt,387,8.1,83.4,2.4,1.9,,488,157,157,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168857",FALSE
168858,"Snacks, tortilla chips, nacho-flavor, reduced fat",,đồ ăn vặt,445,8.7,71.6,15.2,4.8,,1003,272,318,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168858",FALSE
168859,"Tortilla chips, low fat, baked without fat",,đồ ăn vặt,448,11,80.2,5.7,5.3,,517,272,318,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168859",FALSE
168860,"Cheese puffs and twists, corn based, baked, low fat",,đồ ăn vặt,432,8.5,72.35,12.1,3.6,,842,286,357,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168860",FALSE
168861,"Snacks, granola bar, fruit-filled, nonfat",,đồ ăn vặt,342,5.9,77.6,0.9,7.4,,16,220,122,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168861",FALSE
168862,"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",,đồ ăn vặt,365,4.22,67.61,8.67,3,,354,247,134,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168862",FALSE
168863,"Snacks, tortilla chips, low fat, made with olestra, nacho cheese",,đồ ăn vặt,318,8.44,65.22,3.53,6.4,,705,396,245,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168863",FALSE
168864,"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra",,đồ ăn vặt,253,5.06,56,0.93,7.3,,429,931,132,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168864",FALSE
168865,"Snacks, taro chips",,đồ ăn vặt,498,2.3,68.1,24.9,7.2,,342,755,131,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168865",FALSE
168866,"Puddings, banana, dry mix, instant, with added oil",,đồ ngọt,386,0,89,4.4,0,,1499,15,804,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168866",FALSE
168867,"Cornmeal, degermed, enriched, yellow",,ngũ cốc,370,7.11,79.45,1.75,3.9,,7,142,99,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168867",FALSE
168868,"Cornmeal, yellow, self-rising, bolted, plain, enriched",,ngũ cốc,334,8.28,70.28,3.4,6.7,,1247,255,804,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168868",FALSE
168869,"Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched",,ngũ cốc,348,8.41,73.43,2.85,6.3,,1319,207,651,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168869",FALSE
168870,"Cornmeal, yellow, self-rising, degermed, enriched",,ngũ cốc,355,8.41,74.79,1.72,7.1,,1348,170,623,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168870",FALSE
168871,"Millet, cooked",,ngũ cốc,119,3.51,23.67,1,1.3,,2,62,100,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168871",FALSE
168873,"Oat bran, cooked",,ngũ cốc,40,3.21,11.44,0.86,2.6,,1,92,119,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168873",FALSE
168874,"Quinoa, uncooked",,ngũ cốc,368,14.12,64.16,6.07,7,,5,563,457,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168874",FALSE
168875,"Rice, brown, medium-grain, cooked (Includes foods for USDA's Food Distribution Program)",,ngũ cốc,112,2.32,23.51,0.83,1.8,,1,79,77,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168875",FALSE
168876,"Rice, brown, parboiled, dry, UNCLE BEN'S",,ngũ cốc,370,7.6,78.68,2.75,3.5,,6,219,275,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168876",FALSE
168877,"Rice, white, long-grain, regular, raw, enriched",,ngũ cốc,365,7.13,79.95,0.66,1.3,,5,115,115,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168877",FALSE
168878,"Rice, white, long-grain, regular, enriched, cooked",,ngũ cốc,130,2.69,28.17,0.28,0.4,,1,35,43,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168878",FALSE
168879,"Rice, white, medium-grain, raw, enriched",,ngũ cốc,360,6.61,79.34,0.58,1.4,,1,86,108,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168879",FALSE
168880,"Rice, white, medium-grain, enriched, cooked",,ngũ cốc,130,2.38,28.59,0.21,0.3,,0,29,37,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168880",FALSE
168881,"Rice, white, short-grain, enriched, uncooked",,ngũ cốc,358,6.5,79.15,0.52,2.8,,1,76,95,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168881",FALSE
168883,"Rice, white, glutinous, unenriched, uncooked",,ngũ cốc,370,6.81,81.68,0.55,2.8,,7,77,71,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168883",FALSE
168884,Rye grain,,ngũ cốc,338,10.34,75.86,1.63,15.1,,2,510,332,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168884",FALSE
168886,"Rye flour, medium",,ngũ cốc,349,10.88,75.43,1.52,11.8,,2,374,225,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168886",FALSE
168887,"Rye flour, light",,ngũ cốc,357,9.82,76.68,1.33,8,,2,224,130,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168887",FALSE
168888,"Triticale flour, whole-grain",,ngũ cốc,338,13.18,73.14,1.81,14.6,,2,466,321,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168888",FALSE
168889,"Wheat, hard red spring",,ngũ cốc,329,15.4,68.03,1.92,12.2,,2,340,332,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168889",FALSE
168890,"Wheat, hard red winter",,ngũ cốc,327,12.61,71.18,1.54,12.2,,2,363,288,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168890",FALSE
168891,"Wheat, soft red winter",,ngũ cốc,331,10.35,74.24,1.56,12.5,,2,397,493,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168891",FALSE
168892,"Wheat germ, crude",,ngũ cốc,360,23.15,51.8,9.72,13.2,,12,892,842,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168892",FALSE
168893,"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",,ngũ cốc,340,13.21,71.97,2.5,10.7,,2,363,357,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:168893",FALSE
