id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,thai_bo_pct,is_estimated
4060,Sườn lợn,sườn heo,thịt,187,17.9,0,12.8,0,0,60,200,160,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07053, tr.84 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",57,FALSE
4061,Chả lợn,chả heo,thịt,517,10.8,5.1,50.4,0,,339,407,100,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07064, tr.86",0,FALSE
4062,Nem chạo,,thịt,116,12.1,13.35,1.6,0.3,,70,38,25,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07072, tr.86",0,FALSE
4063,Ruốc thịt lợn,ruốc thịt heo,thịt,369,46.6,0,20.3,0,0,1472,371,16,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07074, tr.86 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",0,FALSE
4064,Thịt bò khô,,thịt,239,51,5.2,1.6,0,,312,135,476,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07075, tr.88",0,FALSE
4065,Ếch,,thịt,90,20,0,1.1,0,0,58,285,147,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07080, tr.88 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",0,FALSE
4066,Cá diếc,,thủy sản,87,17.7,0,1.8,0,0,35,271,152,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08006, tr.94 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",45,FALSE
4067,Cá mè,,thủy sản,144,15.4,0,9.1,0,0,31,319,215,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08014, tr.94 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",36,FALSE
4068,Cá đối,,thủy sản,108,19.5,0,3.3,0,0,65,357,224,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08009, tr.94 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",42,FALSE
4069,Cá trắm cỏ,,thủy sản,91,17,0,2.6,0,0,26,305,145,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08029, tr.96 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",35,FALSE
4070,Cá trôi,,thủy sản,127,18.8,0,5.7,0,0,14,314,185,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08032, tr.98 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",27.6,FALSE
4071,Lươn,,thủy sản,130,18.4,10.7,1.5,0,,51,272,164,,,,,,cá,NIN,"Bảng TPTP VN 2017, mã 08038, tr.98",35,FALSE
4072,Sữa bò tươi,,sữa,74,3.9,4.8,4.4,0,,380,143,95,,,,,,sữa,NIN,"Bảng TPTP VN 2017, mã 10001, tr.110",0,FALSE
4073,Sữa dê tươi,,sữa,69,3.5,4.5,4.1,0,4.45,50,204,126,,,,,,sữa,NIN,"Bảng TPTP VN 2017, mã 10002, tr.110 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 10002]",0,FALSE
4074,Sữa bột toàn phần,,sữa,494,27,38,26,0,,371,1330,790,,,,,,sữa,NIN,"Bảng TPTP VN 2017, mã 10006, tr.110",0,FALSE
4075,Sữa bột tách béo,,sữa,357,35,52,1,0,51.48,535,1794,980,,,,,,sữa,NIN,"Bảng TPTP VN 2017, mã 10007, tr.110 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 10007]",0,FALSE
4076,Mật ong,,đồ ngọt,327,0.4,81.3,0,0,81.02,4,52,16,,,,,,,NIN,"Bảng TPTP VN 2017, mã 12026, tr.122 [đường: Bộ Y tế – Viện Dinh dưỡng, Bảng thành phần thực phẩm Việt Nam (bản PDF do FAO lưu), cột 'Đường tổng số (Sugar)', mã 12026]",0,FALSE
4100,Ngô tươi,bắp tươi,rau củ,86,3.27,18.7,1.35,2,6.26,15,270,89,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Corn, sweet, yellow, raw' (fdcId:169998), lý do khớp: ngô tươi ăn thông thường ở VN. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:169998 'Total Sugars'",,TRUE
4101,Củ cải,,rau củ,18,0.6,4.1,0.1,1.6,2.5,21,227,23,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Radishes, oriental, raw' (fdcId:168451), lý do khớp: củ cải trắng/daikon — 'oriental radish' là đúng loại củ cải VN dùng, không phải radish đỏ nhỏ kiểu Âu. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:168451 'Total Sugars'",,TRUE
4102,Tỏi tây,,rau củ,61,1.5,14.15,0.3,1.8,3.9,20,180,35,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Leeks, (bulb and lower leaf-portion), raw' (fdcId:169246), lý do khớp: tỏi tây = leek, khớp trực tiếp tên. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:169246 'Total Sugars'",,TRUE
4103,Dưa lê,,trái cây,36,0.54,9.09,0.14,0.8,8.12,18,228,11,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Melons, honeydew, raw' (fdcId:169911), lý do khớp: dưa lê VN là giống dưa vỏ vàng/lê, gần nhất trong USDA là honeydew (chưa có giống dưa lê cụ thể). CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:169911 'Total Sugars'",,TRUE
4104,Mận,,trái cây,46,0.7,11.42,0.28,1.4,9.92,0,157,16,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Plums, raw' (fdcId:169949), lý do khớp: mận Bắc (Prunus salicina) — khớp loại quả 'plum' nói chung, không phân biệt giống. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:169949 'Total Sugars'",,TRUE
4105,Táo ta,,trái cây,281,4.72,72.52,0.5,6,,5,217,68,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Jujube, Chinese, fresh, dried' (fdcId:168152), lý do khớp: táo ta VN chính là 'Chinese jujube' (Ziziphus jujuba), khớp tên khoa học trực tiếp. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.",,TRUE
4106,Thịt Dê,,thịt cừu/thú rừng,109,20.6,0,2.31,0,0,82,385,180,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Game meat, goat, raw' (fdcId:175303), lý do khớp: thịt dê = goat meat, khớp trực tiếp. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân. | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,TRUE
4107,Ốc nhồi,,thủy sản,90,16.1,2,1.4,0,0,70,382,272,,,,,,hải sản,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Mollusks, snail, raw' (fdcId:167744), lý do khớp: ốc nhồi (Pila polita) — USDA chỉ có 'snail' chung, không phân biệt loài, số liệu mang tính tham khảo. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:167744 'Total Sugars'",,TRUE
4108,Dầu thực vật,,dầu mỡ,884,0,0,100,0,0,0,0,0,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Oil, vegetable, soybean, refined' (fdcId:172370), lý do khớp: dầu thực vật tinh luyện nói chung — Na/K/P gần 0 ở mọi loại dầu tinh luyện (đúng ngoại lệ 'trace' nêu ở PLAN_DAT-13 §0), chọn đậu nành làm đại diện vì phổ biến nhất ở VN. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:172370 'Total Sugars'",,TRUE
4109,Đường cát,,đồ ngọt,387,0,99.98,0,0,99.8,1,2,0,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Sugars, granulated' (fdcId:169655), lý do khớp: đường cát = đường tinh luyện, Na/K/P gần 0. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:169655 'Total Sugars'",,TRUE
4111,cà phê tan 1 gói 22g,,đồ uống,353,12.2,75.4,0.5,0,0,37,3535,303,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Beverages, coffee, instant, regular, powder' (fdcId:171893), lý do khớp: cà phê hoà tan nguyên chất — số liệu USDA là bột pha, không tính theo gói 22g cụ thể. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:171893 'Total Sugars'",,TRUE
4112,Hạt điều khô chiên,,hạt,574,15.31,32.69,46.35,3,5.01,16,565,490,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Nuts, cashew nuts, dry roasted, without salt added' (fdcId:170571), lý do khớp: hạt điều rang khô, chọn bản 'không muối' để không phóng đại Na (bản có muối Na cao hơn nhiều — nếu SP thực tế có muối, số Na này sẽ thấp hơn thực tế, cần R2 xác nhận). CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:170571 'Total Sugars'",,TRUE
4113,Hạt dẻ to,,hạt,213,2.42,45.54,2.26,8.1,,3,518,93,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Nuts, chestnuts, european, raw, unpeeled' (fdcId:170574), lý do khớp: hạt dẻ (chestnut) — chọn bản sống chưa bóc vỏ vì gần nhất với 'hạt dẻ to' bán nguyên vỏ ở VN. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.",,TRUE
4114,Khoai tây lát chiên,,đồ ăn vặt,545,4.62,55.38,35.28,2.9,0.76,529,637,110,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Snack, potato chips, made from dried potatoes, plain' (fdcId:168853), lý do khớp: khoai tây lát chiên = potato chips, chọn vị plain. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:168853 'Total Sugars'",,TRUE
4115,Mỡ lợn nước,mỡ heo nước,dầu mỡ,902,0,0,100,0,0,0,0,0,,,,,,,USDA,"Khớp chéo ngôn ngữ (không phải khớp trực tiếp) — USDA FoodData Central 'Lard' (fdcId:171401), lý do khớp: mỡ lợn nước đã thắng = lard, khớp trực tiếp. CẦN R2 xác nhận độ phù hợp trước khi dùng cho bệnh nhân.; sugar_g từ USDA FDC fdcId:171401 'Total Sugars'",,TRUE
1105898,Gạo nếp (loại thường),,,350,8.4,75.4,1.6,0.5,,3,282,130,,,,,,,NIN,"NIN 2017, ma 01002, tr.24",,FALSE
1105899,Ngô bắp tươi,,,200,4.1,40.8,2.3,1.2,,3,306,187,,,,,,,NIN,"NIN 2017, ma 01007, tr.24",,FALSE
1105904,Bánh phở,,,141,3.2,32.1,0.4,0,,3,15,64,,,,,,,NIN,"NIN 2017, ma 01013, tr.24; bo sung Na/K/P tu NIN 2007, ma 01013, tr.26",,FALSE
1105911,Củ cái,,,134,3.1,30.18,0.12,1.8,,12,397,32,,,,,,,NIN,"NIN 2017, ma 02002, tr.30",,FALSE
1105912,Củ dong,,,129,1.4,30.8,0.2,2.4,,73,299,21,,,,,,,estimated,"NIN 2017 mã 02003 (năng lượng/đa chất); fat_g lấy từ USDA FDC #168490 'Arrowroot, raw' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Arrow root, raw', score=1.00. ƯỚC TÍNH, R2 cần duyệt.",,TRUE
1105918,Bột dong lọc,,,343,0.6,85.2,0.1,0.5,,2,11,18,,,,,,,estimated,"NIN 2017 mã 02016 (năng lượng/đa chất); fat_g, na_mg, k_mg lấy từ USDA FDC #170684 'Arrowroot flour' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Arrow root flour', score=1.00. ƯỚC TÍNH, R2 cần duyệt.",,TRUE
1105922,Bột sắn,bột khoai mì,,341,2.4,81.8,0.5,2.2,,13.08,197.6,37,,,,,,,estimated,"NIN 2017 mã 02020 (năng lượng/đa chất); na_mg, k_mg lấy từ USDA FDC #2512377 'Flour, cassava' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Cassava flour', score=0.91. ƯỚC TÍNH, R2 cần duyệt.",,TRUE
1105929,Đậu Hà lan (hạt),,,342,22.2,60.1,1.4,6,,9,135,303,,,,,,,NIN,"NIN 2017, ma 03006, tr.36",,FALSE
1105930,Đậu tương (đậu nành),,,418,34,29.1,18.4,4.5,,2,1504,690,,,,,,đậu nành,NIN,"NIN 2017, ma 03007, tr.36",,FALSE
1105933,Đậu xanh (đậu tắt),,,346,23.4,57.8,2.4,4.7,,6,1132,377,,,,,,,NIN,"NIN 2017, ma 03010, tr.36",,FALSE
1105939,"Vừng (đen, trắng)","mè (đen, trắng)",,582,20.1,21.1,46.4,3.5,,11,468,629,,,,,,vừng,NIN,"NIN 2017, ma 03020, tr.38",,FALSE
1105940,Bột đậu tương đã loại béo (đậu nành),,,331,49,31.5,1,2.5,,20,2384,602,,,,,,đậu nành,NIN,"NIN 2017, ma 03021, tr.38",,FALSE
1105947,Sữa đậu nành (100g đậu/lít),,,29,3.1,0.5,1.6,0.1,,55,124,36,,,,,,đậu nành,NIN,"NIN 2017, ma 03032, tr.40",,FALSE
1105949,"Cà rốt (củ đỏ, vàng)",,,44,1.5,9.03,0.17,1.2,,52,266,39,,,,,,,NIN,"NIN 2017, ma 04007, tr.44",,FALSE
1105952,Cải soong,,,22,2.1,3.33,0.07,2,,85,211,28,,,,,,,NIN,"NIN 2017, ma 04014, tr.44",,FALSE
1105953,Cải thìa (cải trắng),,,24,1.4,4.26,0.14,1.8,,25,200,30,,,,,,,NIN,"NIN 2017, ma 04015, tr.44",,FALSE
1105963,Giá đậu tương,,,82,7.7,8.7,1.8,0.7,,14,484,58,,,,,,đậu nành,NIN,"NIN 2017, ma 04035, tr.48",,FALSE
1105964,Giá đậu xanh,,,52,5.5,7.17,0.13,2,,23,164,91,,,,,,,NIN,"NIN 2017, ma 04036, tr.48",,FALSE
1105975,Ớt đỏ to,,,31,0.99,6.04,0.3,2,,2,211,26,,,,,,,NIN,"NIN 2017, ma 04061, tr.50",,FALSE
1105978,Rau câu khô,,,281,11.2,56.6,1.1,20.8,,102,1125,124,,,,,,,NIN,"NIN 2017, ma 04067, tr.52",,FALSE
1105979,Rau câu tươi,,,45,1.9,9.1,0.1,5,,9,226,34,,,,,,,NIN,"NIN 2017, ma 04068, tr.52",,FALSE
1105981,Rau giền cơm,,,27,3.4,2.69,0.31,1.6,,20,611,76,,,,,,,NIN,"NIN 2017, ma 04072, tr.52",,FALSE
1105982,Rau giền đỏ,,,47,3.3,7.79,0.31,1.6,,56,476,123,,,,,,,NIN,"NIN 2017, ma 04073, tr.52",,FALSE
1105984,Rau húng,,,34,2.2,5.08,0.52,3.5,,91,148,83,,,,,,,NIN,"NIN 2017, ma 04075, tr.52",,FALSE
1105988,Rau mùi tàu,ngò rí tàu|ngò tàu,,30,2.1,4.25,0.55,1.6,,39,237,30,,,,,,,NIN,"NIN 2017, ma 04082, tr.52",,FALSE
1105993,Rau sà lách,,,18,1.5,2.43,0.27,0.5,,59,333,34,,,,,,,NIN,"NIN 2017, ma 04090, tr.54",,FALSE
1106000,Súp lơ trắng,bông cải trắng,,34,2.5,5.65,0.15,0.9,,20,349,51,,,,,,,NIN,"NIN 2017, ma 04099, tr.54",,FALSE
1106001,Tỏi ta,,,126,6,24.65,0.35,1.5,,18,373,181,,,,,,,NIN,"NIN 2017, ma 04103, tr.56",,FALSE
1106017,Kiệu muối,,,29,1.3,5.9,0.2,1.2,,812,120,35,,,,,,,NIN,"NIN 2017, ma 04121, tr.58; bo sung Na/K/P tu NIN 2007, ma 04121, tr.223",,FALSE
1106020,Men bia tươi,,,103,16.2,6.5,1.3,2,,12,322,272,,,,,,,NIN,"NIN 2017, ma 04124, tr.60; bo sung Na/K/P tu NIN 2007, ma 04124, tr.226",,FALSE
1106021,Nấm hương khô,,,342,36,40.5,4,17,,5,318,606,,,,,,,NIN,"NIN 2017, ma 04126, tr.60; bo sung Na/K/P tu NIN 2007, ma 04126, tr.228",,FALSE
1106023,Nấm mỡ (Nấm tây),,,37,4,4.5,0.3,1.1,,12,322,80,,,,,,,NIN,"NIN 2017, ma 04128, tr.60",,FALSE
1106024,Nấm thường tươi,,,48,4.6,5.7,0.8,3.5,,5,318,59,,,,,,,NIN,"NIN 2017, ma 04130, tr.60",,FALSE
1106027,Gioi,,,27,0.4,6.4,0.3,2.9,,0,123,6,,,,,,,NIN,"NIN 2017, ma 05018, tr.66; bo sung Na/K/P tu NIN 2007, ma 05018, tr.248",,FALSE
1106029,Hồng đỏ,,,38,0.7,8.6,0.1,2.5,,4,214,19,,,,,,,NIN,"NIN 2017, ma 05020, tr.66",,FALSE
1106030,Mãng cầu xiêm,,,58,1.8,12.6,0.3,1.9,,4,382,14,,,,,,,estimated,"NIN 2017 mã 05025 (năng lượng/đa chất); fat_g lấy từ USDA FDC #167761 'Soursop, raw' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Soursop', score=0.96. ƯỚC TÍNH, R2 cần duyệt.",,TRUE
1106032,Mận tím,,,23,0.6,4.6,0.2,0.7,,0,157,20,,,,,,,NIN,"NIN 2017, ma 05027, tr.66",,FALSE
1106036,Nhãn khô,,,292,4.3,67.6,0.5,1.7,,48,658,117,,,,,,,NIN,"NIN 2017, ma 05036, tr.68; bo sung Na/K/P tu NIN 2007, ma 05036, tr.266",,FALSE
1106044,Quít,,,40,0.8,9.2,0.3,0.6,,4,111,17,,,,,,,NIN,"NIN 2017, ma 05047, tr.70; bo sung Na/K/P tu NIN 2007, ma 05047, tr.277",,FALSE
1106047,Quả kiwi,,,68,1.14,14.66,0.52,3,,3,312,34,,,,,,,NIN,"NIN 2017, ma 05056, tr.70",,FALSE
1106050,Bơ thực vật,,,729,0.5,0.1,80.7,0,,2,25,13,,,,,,,NIN,"NIN 2017, ma 06005, tr.74",,FALSE
1106051,Dầu bông,,,900,0,0,100,0,0,0,0,0,,,,,,,estimated,"NIN 2017 mã 06006 (năng lượng/đa chất); na_mg, k_mg, p_mg lấy từ USDA FDC #171024 'Oil, cottonseed, salad or cooking' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Cottonseed oil, salad or cooking', score=0.97. ƯỚC TÍNH, R2 cần duyệt. | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,TRUE
1106052,Dầu cám gạo,,,900,0,0,100,0,0,0,0,0,,,,,,,estimated,"NIN 2017 mã 06007 (năng lượng/đa chất); na_mg, k_mg, p_mg lấy từ USDA FDC #171013 'Oil, rice bran' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Rice bran oil', score=0.94. ƯỚC TÍNH, R2 cần duyệt. | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,TRUE
1106053,Dầu cọ,,,900,0,0,100,0,0,0,0,0,,,,,,,estimated,"NIN 2017 mã 06008 (năng lượng/đa chất); na_mg, k_mg, p_mg lấy từ USDA FDC #171015 'Oil, palm' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Palm oil', score=0.90. ƯỚC TÍNH, R2 cần duyệt. | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,TRUE
1106054,Dầu dừa,,,900,0,0,100,0,0,0,0,0,,,,,,,estimated,"NIN 2017 mã 06009 (năng lượng/đa chất); na_mg, k_mg, p_mg lấy từ USDA FDC #2710182 'Coconut oil' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Coconut oil', score=1.00. ƯỚC TÍNH, R2 cần duyệt. | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,TRUE
1106055,Dầu đậu tương,,,900,0,0,100,0,0,0,0,0,,,,,,đậu nành,estimated,"NIN 2017 mã 06010 (năng lượng/đa chất); na_mg, k_mg, p_mg lấy từ USDA FDC #171411 'Oil, soybean, salad or cooking' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Soybean oil, salad or cooking', score=0.97. ƯỚC TÍNH, R2 cần duyệt. | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,TRUE
1106056,Dầu lạc,dầu đậu phộng,,900,0,0,100,0,0,0,0,0,,,,,,lạc,estimated,"NIN 2017 mã 06011 (năng lượng/đa chất); na_mg, k_mg, p_mg lấy từ USDA FDC #171410 'Oil, peanut, salad or cooking' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Peanut oil, salad or cooking', score=0.97. ƯỚC TÍNH, R2 cần duyệt. | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,TRUE
1106057,Dầu mè,,,900,0,0,100,0,0,0,0,0,,,,,,,estimated,"NIN 2017 mã 06012 (năng lượng/đa chất); na_mg, k_mg, p_mg lấy từ USDA FDC #171016 'Oil, sesame, salad or cooking' do NIN 2017 không phân tích các trường này — khớp theo name_en NIN 'Sesame oil. Salad or cooking', score=0.97. ƯỚC TÍNH, R2 cần duyệt. | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,TRUE
